User ID, Created,Age range,Gender, Device type, Region, Respondent ID,Q(1) What does money mean to you?,Q(1) Sentiment [Question: What does money mean to you?],Q(2) What makes managing your money easier?,Q(2) Sentiment [Question: What makes managing your money easier?],Q(3) What tricks help you make your money last?,Q(3) Sentiment [Question: What tricks help you make your money last?]
41nq0j50wkXq,2025-03-12T03:15:58+00:00,42,Male,Android,US,41nq0j50wkXq,Food,0.00,Job,0.40,Waiving it,0.70
8rndNzgmW7MP,2025-03-12T03:16:14+00:00,30,Male,Android,US,8rndNzgmW7MP,Freedom,0.30,Online banking,0.00,Not using it,-0.80
0xk2WrrMAnAw,2025-03-12T03:16:16+00:00,40,Male,Android,US,0xk2WrrMAnAw,Life easier,0.90,Have a specific plan,0.00,Spend it well,0.60
apkDd3wLrk3E,2025-03-12T03:16:47+00:00,43,Female,iOS,US,apkDd3wLrk3E,security,0.30,bank,0.10,dollar tree,0.00
XOlEjxYbe7gp,2025-03-12T03:17:01+00:00,37,Male,Android,US,XOlEjxYbe7gp,A way to survive,0.10,Cutting back on convenience,-0.30,Not drinking,-0.70
P2nY2XagDl90,2025-03-12T03:17:03+00:00,33,Male,Android,US,P2nY2XagDl90,Wealth,0.50,Online tools,0.00,Spending less saving more,0.20
RE7LZZB4An0v,2025-03-12T03:17:31+00:00,39,Male,Android,US,RE7LZZB4An0v,It means barely getting by and wishing I had more. Security and peace of mind.,0.10,Budget planning,0.00,Trying to fight against impulse buys.,-0.20
Xgl5orj4ok8Q,2025-03-12T03:17:33+00:00,31,Male,Android,US,Xgl5orj4ok8Q,It means I'm able to pay bills and live,0.70,Keeping track of my purchases,0.50,I save as much as I can,0.80
wNko4NgeWnBL,2025-03-12T03:17:45+00:00,32,Male,Android,US,wNko4NgeWnBL,Not a whole lot; a means to use for things,-0.30,Having it written out somewhere where I can see it,-0.20,Getting cash instead of e payments that are amorphous,-0.10
XQnwYPwp47P2,2025-03-12T03:18:36+00:00,36,Male,iOS,US,XQnwYPwp47P2,An evil necessity,-0.50,Budgeting,0.00,Buying only the essentials,0.40
p6n1Od3W97D2,2025-03-12T03:18:47+00:00,40,Female,Android,US,p6n1Od3W97D2,Freedom,0.30,Budgeting and accountability,0.40,Having a goal and keeping my eye on the prize.,0.40
v6n3xDx6Vl3Z,2025-03-12T03:19:13+00:00,39,Male,Android,US,v6n3xDx6Vl3Z,None of the above,-0.60,None of the above,-0.60,None of the above,-0.60
aOkQR5D9pn4y,2025-03-12T03:19:14+00:00,31,Male,Android,US,aOkQR5D9pn4y,Being able to live,0.70,Keeping track of spending,0.60,Buy sales,0.30
gK7y634BKkae,2025-03-12T03:19:26+00:00,31,Female,Android,US,gK7y634BKkae,Being able to afford a future not living on the streets,0.70,Seeing progress towards my goals,0.40,Seeing the progress,0.00
MJkGZMaJm7bx,2025-03-12T03:19:29+00:00,29,Female,Android,US,MJkGZMaJm7bx,It's the freedom to make choices,0.60,Having enough to have some wiggle room,0.60,Not using cash,-0.60
4N7MPDW0XljE,2025-03-12T03:19:30+00:00,32,Male,Android,US,4N7MPDW0XljE,Adulting,0.30,Budgeting,0.00,Budgeting,0.00
1GnjNxgXvnDA,2025-03-12T03:19:44+00:00,42,Female,Android,US,1GnjNxgXvnDA,Access,0.00,Planning,0.20,Shutting off debit card,-0.60
0xk2WWWjbnAw,2025-03-12T03:20:21+00:00,42,Male,iOS,US,0xk2WWWjbnAw,Evil,-0.70,Nothing,-0.60,Nothing,-0.60
RE7LZ8VAan0v,2025-03-12T03:20:29+00:00,39,Female,Android,US,RE7LZ8VAan0v,It means I have none,-0.40,Nothing,-0.60,Eat my moms food,-0.30
dKk98P2PK7oe,2025-03-12T03:20:35+00:00,30,Female,iOS,US,dKk98P2PK7oe,Security,0.30,Enough income,0.20,Limit spending until bills are paid,-0.20
J0nmrXeDplWr,2025-03-12T03:20:36+00:00,32,Male,iOS,US,J0nmrXeDplWr,Security,0.30,More money,0.00,Stop spending,-0.70
JGnJ1aDWykbx,2025-03-12T03:20:40+00:00,35,Male,iOS,US,JGnJ1aDWykbx,Opportunity,0.20,Having more of it,0.50,Eating at home,0.00
41nqvJXaylXq,2025-03-12T03:20:43+00:00,32,Male,iOS,US,41nqvJXaylXq,It’s the cause of all of my pain,-0.60,Not having people,-0.70,Shooting myself in the head,-0.50
aXk4dbAeOkJW,2025-03-12T03:20:44+00:00,33,Male,Android,US,aXk4dbAeOkJW,Trying mental health care,-0.40,Getting paid more,-0.10,Not spending,-0.70
p0lOar49qk8N,2025-03-12T03:20:59+00:00,36,Male,iOS,US,p0lOar49qk8N,Power,0.20,Having a budget,0.00,Saving and interest,0.70
Xgl5o9G6vk8Q,2025-03-12T03:21:07+00:00,37,Male,Android,US,Xgl5o9G6vk8Q,An unwelcome necessity,-0.70,I use my personal pc to manage my money,-0.10,I write down everything down,-0.20
MqkKd83mAn91,2025-03-12T03:21:08+00:00,35,Male,Android,US,MqkKd83mAn91,Not much; just a means to an end,-0.40,Having a goal for it,0.00,Don't spend on what i don't immediately need,-0.70
GxkVwyRWWnbN,2025-03-12T03:21:16+00:00,35,Male,iOS,US,GxkVwyRWWnbN,A secure way of life and security,0.90,Not having a ton of it,-0.80,I don’t use any tricks or know of any,-0.40
2rlr9XKvJn8W,2025-03-12T03:21:20+00:00,31,Female,iOS,US,2rlr9XKvJn8W,Wealth,0.50,Dviros,0.30,Mot sure,0.00
apkDdNGWrk3E,2025-03-12T03:21:22+00:00,28,Male,iOS,US,apkDdNGWrk3E,It’s a means to an end; which is a happy; steady life,0.80,Knowing where everything goes and keeping track of it at all times,0.90,Shop with discounts and deals,0.60
PLlXY2xvA7pv,2025-03-12T03:21:37+00:00,28,Female,iOS,US,PLlXY2xvA7pv,Paper exchanges for goods and services.,0.00,Apps.,0.00,Automating finances!,0.60
Xgl5orLJGk8Q,2025-03-12T03:21:40+00:00,43,Female,iOS,US,Xgl5orLJGk8Q,A means to survive and be comfortable,0.50,Having more of it,0.50,I keep a budget and make and do most stuff at home,0.10
2OkaG012plam,2025-03-12T03:21:48+00:00,30,Male,Android,US,2OkaG012plam,Comfortable living.,0.90,Not spending it.,-0.60,Only buy what I need.,0.30
Xgl5ov6M5k8Q,2025-03-12T03:22:24+00:00,39,Male,iOS,US,Xgl5ov6M5k8Q,Money means the ability to live and navigate society,0.50,Less stress,0.50,Welcome bonuses; 0% interest; cash back and coupons,0.20
yxlRJL6yblRB,2025-03-12T03:22:53+00:00,30,Female,Android,US,yxlRJL6yblRB,Freedom,0.30,Budgeting,0.00,Saving by buying in bulk,0.80
WJkgBzzaL7Pd,2025-03-12T03:23:21+00:00,40,Male,Android,US,WJkgBzzaL7Pd,The ability to buy things and services to progress in life,0.50,Digital banking and spreadsheets,0.10,Use credit cards first before using the bank account; look for deals online; seek out used items and buy-nothing groups for alternatives to buying new,-0.20
Zz7br9v837gY,2025-03-12T03:23:26+00:00,33,Male,iOS,US,Zz7br9v837gY,Everything.,0.20,Nothing,-0.60,Saving,0.60
XQnwY0pWL7P2,2025-03-12T03:23:26+00:00,39,Female,Android,US,XQnwY0pWL7P2,Power,0.20,Less spending,0.10,No money to spend,0.00
yxlRvmJYLlRB,2025-03-12T03:23:37+00:00,32,Female,Android,US,yxlRvmJYLlRB,It's a financial means,-0.10,Trusting in Jesus for everything,0.90,Praying to my Lord Jesus Christ and trusting in him,0.60
3gkxggY6R7Wq,2025-03-12T03:23:45+00:00,29,Male,iOS,US,3gkxggY6R7Wq,Security,0.30,Planning,0.20,Taking take for purchases,-0.50
Ka76Nx3ae7L1,2025-03-12T03:23:47+00:00,30,Female,iOS,US,Ka76Nx3ae7L1,Just a way to get by,0.00,Keeping track of what you spend; budgeting,0.30,Keeping it in savings for when I really need it,0.40
dKk988aE97oe,2025-03-12T03:24:49+00:00,38,Female,Android,US,dKk988aE97oe,Money means I can survive and get things I need and maybe some I want,0.60,Quicken,0.50,Not spending it,-0.70
2rlr9a2aen8W,2025-03-12T03:25:08+00:00,34,Male,Android,US,2rlr9a2aen8W,Money means survival to me.,0.10,Having apps help assist me and see it visually.,0.70,To stop spending money on junk.,-0.50
rYkvwYdGxnmx,2025-03-12T03:25:22+00:00,38,Male,iOS,US,rYkvwYdGxnmx,Life; enjoying life and survival,0.70,Make everything digital,0.00,Just spending what you need,0.30
yxlRvgPbzlRB,2025-03-12T03:25:35+00:00,36,Male,iOS,US,yxlRvgPbzlRB,He doesn’t really mean anything and I hate that it’s that important in the world and that it’s pretty much necessary to exist,-0.80,Planning in advance definitely helps and keeping track of expenses; etc.,0.90,Eliminating unnecessary expenses; such as going to the movies and activities similar to that,0.60
J0nmr2Vb4lWr,2025-03-12T03:25:36+00:00,35,Female,iOS,US,J0nmr2Vb4lWr,A lot of things,0.60,Banks,-0.10,Be careful spending,-0.30
4N7MPD02GljE,2025-03-12T03:25:37+00:00,42,Female,Android,US,4N7MPD02GljE,Security,0.30,A detailed budget,0.00,Having a detailed budget,0.20
1GnjBPmLvnDA,2025-03-12T03:25:50+00:00,37,Male,Android,US,1GnjBPmLvnDA,Freedom,0.30,Freedom,0.30,Freedom,0.30
G0lA8OMyenPj,2025-03-12T03:26:03+00:00,33,Female,Android,US,G0lA8OMyenPj,It helps.,0.80,Monitoring it.,-0.20,Being frugal.,-0.20
Ka76E4g8QlL1,2025-03-12T03:26:13+00:00,39,Male,Android,US,Ka76E4g8QlL1,Ability to provide for my family,0.50,Budgeting,0.00,Budgeting,0.00
v6n3xrPWQl3Z,2025-03-12T03:26:12+00:00,39,Female,iOS,US,v6n3xrPWQl3Z,Money is something to learn how to be responsible and budget with in order to live your daily life and purchase daily necessities as well as once if it’s affordable,0.20,If my bill would be the same every month without taxes,-0.30,Moving money around and putting money in several different digital accounts if you have any,0.00
rYkvwNOLxnmx,2025-03-12T03:26:21+00:00,43,Female,iOS,US,rYkvwNOLxnmx,It means nothing without someone to share it with,-0.70,Letting someone else do it for me,-0.30,Keeping it in the bank without ATM or debit card so like a money market account,-0.30
2rlr99yeVn8W,2025-03-12T03:26:26+00:00,35,Male,iOS,US,2rlr99yeVn8W,My family’s livelihood,0.20,Budgeting app,0.00,Save your money,-0.30
WJkgBOxxb7Pd,2025-03-12T03:26:31+00:00,35,Female,Android,US,WJkgBOxxb7Pd,A way to get the things we need and want,0.10,Having a husband who is very good with money management,0.80,Not going to stores; waiting 48 hours before purchasing online,-0.70
Xgl596pyol8Q,2025-03-12T03:26:45+00:00,36,Male,Android,US,Xgl596pyol8Q,Money means security to me,0.60,Having like access to my account and accurate information about funds,0.80,Having an account for bills and one for expenses,-0.10
XQnwYR5J47P2,2025-03-12T03:26:51+00:00,29,Male,Android,US,XQnwYR5J47P2,Freedom,0.30,.,0.00,.,0.00
rYkvwxBv2nmx,2025-03-12T03:27:19+00:00,39,Male,Android,US,rYkvwxBv2nmx,Money is the only thing the world runs on. Have it; or die. That's it,-0.30,Having any,0.30,I am not the best with money; I only have enough to pay the bills and treat my family occasionally. Kind of why I do this app.,-0.40
gK7y6RaeLkae,2025-03-12T03:27:24+00:00,35,Female,Android,US,gK7y6RaeLkae,security,0.30,working with my husband,0.10,using it to make more money,0.20
MjnZPajOX7wP,2025-03-12T03:27:38+00:00,35,Male,iOS,US,MjnZPajOX7wP,It’s the root of evil,-0.60,Not doing anything or going anywhere for,-0.50,I need more,0.30
qVlpBAKY6kA5,2025-03-12T03:27:50+00:00,41,Female,Android,US,qVlpBAKY6kA5,Freedom,0.30,A budget regularly updated,0.30,Use cash back sites and coupons along with mystery shopping,0.10
3gkxgYg9N7Wq,2025-03-12T03:28:00+00:00,41,Female,Android,US,3gkxgYg9N7Wq,Ability or the means to live and provide in our lives,0.30,Being organized paying bills first then calculating what's left for anything else left to buy,-0.30,Putting it in savings and everytine before I go to the checkout do 2 separate sweeps of the items to make sure they're necessities and then transfer money to back account to purchase right on the moment,0.00
Ka76NjBMj7L1,2025-03-12T03:28:36+00:00,38,Male,Android,US,Ka76NjBMj7L1,Freedom,0.30,Good apps,0.90,Being frugal,-0.20
GxkV94Gom7bN,2025-03-12T03:28:36+00:00,29,Male,Android,US,GxkV94Gom7bN,Freedoms,0.10,Banking,0.00,Saving,0.60
RE7LZVRPpn0v,2025-03-12T03:28:53+00:00,28,Female,Android,US,RE7LZVRPpn0v,Wealth and happiness,0.90,Having paypal,0.10,Budgeting,0.00
JGnJV5vMdnbx,2025-03-12T03:29:08+00:00,40,Female,iOS,US,JGnJV5vMdnbx,Security,0.30,Online banking,0.00,Online banking,0.00
P2nY29LKYl90,2025-03-12T03:29:09+00:00,36,Female,Android,US,P2nY29LKYl90,Security,0.30,Spreadsheets,0.30,Being frugal,-0.20
4N7MJQdwgkjE,2025-03-12T03:29:10+00:00,33,Male,Android,US,4N7MJQdwgkjE,Financial stability,0.50,Excel files,0.60,Frugality,0.30
P2nY9Q1EPn90,2025-03-12T03:29:09+00:00,37,Female,iOS,US,P2nY9Q1EPn90,Security,0.30,A budget book,0.00,I’m not sure,-0.10
2vlz3DrvB7Gp,2025-03-12T03:29:17+00:00,29,Male,iOS,US,2vlz3DrvB7Gp,The world revolves around it,0.10,Spending on little,0.10,Find ways to save,0.00
wNko4NaN4nBL,2025-03-12T03:29:17+00:00,35,Female,Android,US,wNko4NaN4nBL,It means feeling stable and secure.,0.90,I think having savings accounts makes budgeting a lot easier.,0.90,I think knowing that I can't really depend on other people to help me financially.,0.00
yxlRv812XlRB,2025-03-12T03:29:22+00:00,39,Male,iOS,US,yxlRv812XlRB,Freedom,0.30,Having it,0.40,You tell me,0.00
GxkV9wqwV7bN,2025-03-12T03:29:22+00:00,41,Male,iOS,US,GxkV9wqwV7bN,financial freedom,0.40,a bank,0.00,couponing; investing,0.30
41nqvLQOjlXq,2025-03-12T03:29:23+00:00,33,Male,iOS,US,41nqvLQOjlXq,paying bills and buying fun,0.70,not having it,-0.80,having other people holdnit for me,0.20
qVlp9ZeaG7A5,2025-03-12T03:29:32+00:00,42,Male,Android,US,qVlp9ZeaG7A5,Exchangable legal tender,0.80,Nothing,-0.60,None,-0.40
XOlEjzK3j7gp,2025-03-12T03:29:35+00:00,42,Female,iOS,US,XOlEjzK3j7gp,It means stability and possibilities.,0.40,Having a system in place that makes me account for every dollar.,0.40,Store brands are usually just as good as name brands.,0.60
RE7Lze0VJn0v,2025-03-12T03:29:35+00:00,32,Male,Android,US,RE7Lze0VJn0v,A tool for control,0.10,More money,0.00,Invest in Bitcoin,0.00
gK7y6wOdKkae,2025-03-12T03:29:50+00:00,30,Female,iOS,US,gK7y6wOdKkae,It means security,0.10,Not spending on things I don’t truly need,-0.70,Only buy important things,0.00
G0lA8EP3enPj,2025-03-12T03:30:05+00:00,33,Male,Android,US,G0lA8EP3enPj,Less stress and more comfort,0.70,Apps where I can see it going in and out and can easily transfer it,0.60,Putting it in savings,0.40
MjnZP60aG7wP,2025-03-12T03:30:08+00:00,33,Male,Android,US,MjnZP60aG7wP,It means being able to buy things,0.10,Apps,0.20,Find discounts for things you want and budget,0.80
MJkGKBdaXkbx,2025-03-12T03:30:09+00:00,41,Male,Android,US,MJkGKBdaXkbx,A way to access freedom,0.30,Centralized aggregation apps,0.40,Not spending on unnecessary things and avoid competing with others on materialistic things.,0.90
P2nY2p2m0l90,2025-03-12T03:30:28+00:00,36,Female,iOS,US,P2nY2p2m0l90,Everything,0.40,Financial app,0.20,I watch where am I spending,0.00
2vlzQ4jmynGp,2025-03-12T03:30:47+00:00,37,Male,Android,US,2vlzQ4jmynGp,Opportunity,0.20,Money tracking apps,0.00,Coupons,0.20
2vlz3wx2w7Gp,2025-03-12T03:30:56+00:00,29,Male,Android,US,2vlz3wx2w7Gp,Money means working hard and earning.,0.40,I am able to get guidance on how to save and grow money.,0.80,Not buying useless things.,-0.70
GxkVwYM42nbN,2025-03-12T03:31:23+00:00,42,Male,Android,US,GxkVwYM42nbN,Security; comfort and the root of all evil.,-0.10,Apps that allow me to look at all my accounts,0.60,Budgeting,0.00
P2nY2mJaAl90,2025-03-12T03:31:32+00:00,40,Female,iOS,US,P2nY2mJaAl90,Means stability,0.30,Personal Organization,0.00,Put money in the pocket,0.00
yxlRvr6EJlRB,2025-03-12T03:31:39+00:00,32,Female,Android,US,yxlRvr6EJlRB,It's a way to get what I need and sometimes what I want,0.70,Pretending like I don't have any,-0.80,Pretending like I don't have any ,-0.80
WJkgoyo21kPd,2025-03-12T03:31:52+00:00,34,Male,Android,US,WJkgoyo21kPd,Everything,0.40,Stop spending on stupid things,-0.90,Stop spending on useless things,-0.90
P2nY9GdDYn90,2025-03-12T03:31:55+00:00,29,Female,iOS,US,P2nY9GdDYn90,Freedom,0.30,Budgeting app,0.00,Budgeting,0.00
2rlr9NmVJn8W,2025-03-12T03:31:59+00:00,36,Male,iOS,US,2rlr9NmVJn8W,Something that allows me to obtain goods and services.,0.60,Impulse control; discipline and planning.,0.60,I just maintain self control and when I want to buy big ticket or nonessential items; I wait for sales or buy used.,0.00
yxlRJGB10lRB,2025-03-12T03:31:59+00:00,29,Male,iOS,US,yxlRJGB10lRB,Resources,0.00,Excel,0.80,Be conservative,0.00
WJkgoMrwbkPd,2025-03-12T03:32:00+00:00,33,Male,iOS,US,WJkgoMrwbkPd,Step stones to comfortable life,0.40,An app that tracks my spending,0.60,Saving,0.60
wNkoZVe6r7BL,2025-03-12T03:32:06+00:00,30,Female,Android,US,wNkoZVe6r7BL,Security,0.30,Curbing impulse purchases and tracking my expenses,0.60,Curbing spending,0.00
wNkoZxr6g7BL,2025-03-12T03:32:09+00:00,40,Female,iOS,US,wNkoZxr6g7BL,It’s how my family keeps a roof over our heads,0.70,My wife handles all that,0.00,Not spending it crazily,-0.60
PYl83BeN0nW1,2025-03-12T03:32:09+00:00,36,Female,Android,US,PYl83BeN0nW1,Safety,0.30,Online bank account,0.00,Check price per ounce,0.00
eLnB852x37o8,2025-03-12T03:32:09+00:00,35,Female,Android,US,eLnB852x37o8,Don't know,-0.40,Don't know,-0.40,Don't know,-0.40
yxlRJGOYLlRB,2025-03-12T03:32:10+00:00,41,Female,iOS,US,yxlRJGOYLlRB,Paying off bills,0.30,IF I were to have money then I would have an answer,-0.50,I don't have any because I live in California and I live paycheck to paycheck like most people here,0.10
JGnJV8o9rnbx,2025-03-12T03:32:22+00:00,30,Female,Android,US,JGnJV8o9rnbx,Security,0.30,Nothing;  I barely make ends meet,-0.50,Not going out,-0.70
6KnNVDaxKnW2,2025-03-12T03:32:30+00:00,33,Male,Android,US,6KnNVDaxKnW2,The ability to buy things,0.20,Not having it stolen by landlords or price gouging; profiteering businesses,0.00,Not wasting it on junk,0.10
2OkaL9KP67am,2025-03-12T03:32:35+00:00,32,Female,iOS,US,2OkaL9KP67am,Something to sustain a decent life,0.50,Budgeting what I spend,0.30,Budgeting and saving,0.60
4N7MPgvxWljE,2025-03-12T03:32:36+00:00,32,Female,Android,US,4N7MPgvxWljE,Cash for necessity,0.20,Bank Account,0.00,Only use it when you need it,0.00
P2nY9GJ50n90,2025-03-12T03:32:43+00:00,35,Male,iOS,US,P2nY9GJ50n90,Freedom; having money gives me the opportunity to do stuff I want to do. Financial freedom should be everyone’s ultimate goal,0.70,The rush you get from seeing your investments go,0.00,Stopping to think if it’s something I really want; or can I wait (especially applies to games),0.10
yxlRvg9qLlRB,2025-03-12T03:32:45+00:00,31,Male,Android,US,yxlRvg9qLlRB,Security,0.30,Passive income,0.00,Investing,0.10
P2nY9PjXEn90,2025-03-12T03:33:04+00:00,39,Female,Android,US,P2nY9PjXEn90,Money is just a means to get by and to get what you need and want (a trading tool).,-0.10,Apps are very helpful at times,0.80,Comparing prices online and against different stores; and making lists and actually sticking to them!,0.60
Zz7bo6zeOkgY,2025-03-12T03:33:13+00:00,30,Male,iOS,US,Zz7bo6zeOkgY,I wish we didn’t need money so much,-0.60,I always write down how much I spend,0.20,I focus on what I need and not what I want,-0.70
gK7y64LeDkae,2025-03-12T03:33:15+00:00,32,Female,Android,US,gK7y64LeDkae,A way to sustain life,0.50,A strict spending plan,0.00,Shop generic and cut out fast food,-0.60
MJkGZdmgZ7bx,2025-03-12T03:33:21+00:00,35,Female,Android,US,MJkGZdmgZ7bx,The power of buying goods and services,0.60,Because i have a proper training for that,0.00,I always grab a small opportunity that comes my way,0.60
0xk2d3B2YlAw,2025-03-12T03:33:47+00:00,29,Female,Android,US,0xk2d3B2YlAw,Money means accomplishment; peace of mind; and flexibility,0.90,Having accounts for specific parts of my life,0.10,Setting limits on things like coffee and fast food for the week,-0.20
GxkVw0LLbnbN,2025-03-12T03:33:50+00:00,29,Male,iOS,US,GxkVw0LLbnbN,Money to me means to have something to buy something to survive with,-0.20,Is to keep track of all of your bills and to keep track of how you spend it,0.10,By getting rid of some old subscriptions that I don’t need anymore,0.70
Zz7brP3J37gY,2025-03-12T03:34:06+00:00,42,Female,Android,US,Zz7brP3J37gY,A way to live,0.40,If there is enough of it,0.20,Not spending it,-0.70
1GnjBLyPDnDA,2025-03-12T03:34:08+00:00,38,Male,Android,US,1GnjBLyPDnDA,everything and nothing,-0.60,data,0.00,keep.it away from my wife,0.00
qwneowm4675r,2025-03-12T03:34:27+00:00,29,Female,iOS,US,qwneowm4675r,Not sure,-0.20,Not sure,-0.20,Not sure,-0.20
Zz7broBpr7gY,2025-03-12T03:34:41+00:00,41,Male,Android,US,Zz7broBpr7gY,A means to an end,-0.40,Having more of it,0.50,Saving until it hurts,-0.10
apkDZ9OM8l3E,2025-03-12T03:34:47+00:00,34,Female,Android,US,apkDZ9OM8l3E,It means stability,0.10,A budget,0.00,Saving,0.60
yxlRJAE4zlRB,2025-03-12T03:34:55+00:00,42,Female,iOS,US,yxlRJAE4zlRB,It mean I get to eat,0.20,Saving,0.60,Save it,-0.30
2vlzQKpABnGp,2025-03-12T03:34:57+00:00,37,Male,iOS,US,2vlzQKpABnGp,It just a means to live.,-0.10,I think putting where my spending goes into context,0.30,Stop spending money on unnecessary things,-0.80
G0lA6zJAm7Pj,2025-03-12T03:34:58+00:00,31,Female,iOS,US,G0lA6zJAm7Pj,Financial freedom,0.40,Apps and family support,0.60,Putting it in an account I can’t touch,-0.80
qVlp9NoaN7A5,2025-03-12T03:35:01+00:00,36,Male,iOS,US,qVlp9NoaN7A5,It is a means to get what I want,0.50,Having a lot of it,0.50,Just save always,0.50
gK7y6og93kae,2025-03-12T03:35:01+00:00,41,Male,iOS,US,gK7y6og93kae,A means for survival,0.20,Simplicity and tools,0.80,Auto investing,0.20
MjnZ6yorXnwP,2025-03-12T03:35:02+00:00,40,Female,iOS,US,MjnZ6yorXnwP,Means security,0.20,Have enough money,0.30,Stop buying unnecessary things,-0.40
JGnJVALQMnbx,2025-03-12T03:35:03+00:00,38,Male,iOS,US,JGnJVALQMnbx,The ability to live how I want,0.80,Mobile apps,0.00,Gamifying it,0.60
gK7yoD6Qmnae,2025-03-12T03:35:07+00:00,40,Male,iOS,US,gK7yoD6Qmnae,A lot need alot of it,-0.30,Fidelity,0.60,Saving cash,0.70
apkDZPod6l3E,2025-03-12T03:35:13+00:00,29,Female,iOS,US,apkDZPod6l3E,Money is means to buying or doing things I love,0.80,Spreadsheet,0.00,Setting aside money with every paycheck,0.20
Ka76Egm4dlL1,2025-03-12T03:35:15+00:00,28,Female,iOS,US,Ka76Egm4dlL1,Money means how to survive and thrive,0.10,Being organized and getting help,0.30,Investing and saving; trying not to always spend so much,0.30
Zz7brYymz7gY,2025-03-12T03:35:14+00:00,32,Male,Android,US,Zz7brYymz7gY,Freedom,0.30,Having lots of it,0.40,Not spending it,-0.70
PLlX2jv0Wkpv,2025-03-12T03:35:17+00:00,28,Female,iOS,US,PLlX2jv0Wkpv,It’s vital,0.40,Earning more,0.90,Not going anywhere,0.00
v6n3dv8qGl3Z,2025-03-12T03:35:21+00:00,34,Female,iOS,US,v6n3dv8qGl3Z,It means safety and security. It means being able to have things I want and need.,0.50,I like to keep track of it using different apps on my phone. This makes it easier to know how much I have.,0.80,I stick to a strict budget.,-0.20
Xgl59BMpBl8Q,2025-03-12T03:35:22+00:00,31,Female,iOS,US,Xgl59BMpBl8Q,Freedom,0.30,Lists and folders,0.00,Double thinking things,0.10
GxkVw0EMKnbN,2025-03-12T03:35:34+00:00,43,Female,iOS,US,GxkVw0EMKnbN,Money means being able to pay bill and buy my family needs,0.50,Help from my husband,0.20,Not eating out,-0.50
2rlrj06pzl8W,2025-03-12T03:35:34+00:00,29,Female,iOS,US,2rlrj06pzl8W,It is a tool that makes it possible to live life,0.70,Meal planning,0.10,Put money into savings as soon as a paycheck hits the account. Don’t wait and see what’s left over.,0.00
gK7yoDKmdnae,2025-03-12T03:35:36+00:00,34,Female,iOS,US,gK7yoDKmdnae,Something you need to have in order to survive in this world,0.00,Keeping track of your spending history and expenses compared to income,0.70,Cutting back on unnecessary things,-0.70
J0nmrzKEPlWr,2025-03-12T03:35:37+00:00,35,Female,Android,US,J0nmrzKEPlWr,Money means basic survival.,0.00,Inflation.,-0.60,Not buying things.,-0.80
aJnWx2MpJlDb,2025-03-12T03:35:51+00:00,40,Female,iOS,US,aJnWx2MpJlDb,Not much. We need it but I do not love it,-0.70,Being responsible by checking bank account daily and avoiding overspending,-0.10,Not overspending and not buying on impulse,-0.40
1GnjNXJM9nDA,2025-03-12T03:35:54+00:00,30,Female,Android,US,1GnjNXJM9nDA,Being able to live,0.70,A calendar app for recurring bills,0.30,Checking my bank accounts multiple times,-0.20
P2nY9eoqPn90,2025-03-12T03:36:02+00:00,43,Female,iOS,US,P2nY9eoqPn90,Money is essential,0.10,When my paycheck is bigger,-0.10,Using coupons whenever I can,0.50
yxlRvgJEzlRB,2025-03-12T03:36:15+00:00,34,Male,Android,US,yxlRvgJEzlRB,I hate that I need it,-0.90,Willpower,0.30,Persistence,0.40
4N7MPv4GKljE,2025-03-12T03:36:29+00:00,37,Female,iOS,US,4N7MPv4GKljE,It’s a tool to live a more comfortable lifestyle,0.70,Electronic notifications and due dates with pay days.,0.00,Spend what I need. Save the rest. Schedule bill pay.,0.00
apkDZPR9Ol3E,2025-03-12T03:36:31+00:00,41,Female,iOS,US,apkDZPR9Ol3E,Something you can’t live without,0.90,I’m still learning to budget,0.10,I’m still learning because it’s hard,0.00
v6n3xrq9vl3Z,2025-03-12T03:36:35+00:00,40,Male,Android,US,v6n3xrq9vl3Z,Money is a means to an end for me,-0.40,I employed the use of a financial advisor,0.00,By buying only what I need,0.70
Zz7bodxrWkgY,2025-03-12T03:36:49+00:00,43,Female,Android,US,Zz7bodxrWkgY,Everything,0.40,Keeping track of it,0.20,Staying home,0.00
JGnJ1Yzzokbx,2025-03-12T03:36:53+00:00,28,Female,iOS,US,JGnJ1Yzzokbx,For health,0.10,Mmm,0.00,Save,0.00
v6n3d0zX5l3Z,2025-03-12T03:36:57+00:00,38,Female,iOS,US,v6n3d0zX5l3Z,Its a means to an end,-0.50,Budgeting,0.00,Moving money to different accounts and not touching some,-0.60
P2nY9G5R0n90,2025-03-12T03:36:57+00:00,41,Female,Android,US,P2nY9G5R0n90,Everything u need it to do everything,0.80,More money for me to,0.00,Not buying anything from the 90s,-0.50
p6n1j3KA9lD2,2025-03-12T03:36:57+00:00,33,Male,Android,US,p6n1j3KA9lD2,Money is important to me because with out money you can't take care of you family,-0.60,Adding up everything that you made purchases on,0.60,No eating out as much,0.10
Zz7bo4OOpkgY,2025-03-12T03:37:03+00:00,36,Male,Android,US,Zz7bo4OOpkgY,Buying power,0.20,Apps,0.20,Idk any,-0.20
XQnwYY0X47P2,2025-03-12T03:37:05+00:00,36,Male,Android,US,XQnwYY0X47P2,Power,0.20,Ai tools,0.00,Save money,0.80
